referencia,titulo,categoria,preco,descricao,variacao,estoque,marca,image0,image1,image2,image3,image4,image5,image6,image7,image8,image9,image10,image11,image12,image13,image14,image15,video1
10.038C,Sapatilha Feminina,Calçados Femininos Sapatilhas,"R$ 49,90","Código Ref.: 10.038C

Material: Napa Amarelo / Verniz Amarelo;

Palmilha: 4 mm de Espessura em Verniz Amarelo e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Ouro Light;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",38,5,Torricella,img/10.038C/Sapatilha Feminina 0.jpg,img/10.038C/Sapatilha Feminina 1.jpg,img/10.038C/Sapatilha Feminina 2.jpg,img/10.038C/Sapatilha Feminina 3.jpg,img/10.038C/Sapatilha Feminina 4.jpg,,,,,,,,,,,,
10.038C,Sapatilha Feminina,Calçados Femininos Sapatilhas,"R$ 49,90","Código Ref.: 10.038C

Material: Napa Amarelo / Verniz Amarelo;

Palmilha: 4 mm de Espessura em Verniz Amarelo e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Ouro Light;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",39,0,Torricella,img/10.038C/Sapatilha Feminina 0.jpg,img/10.038C/Sapatilha Feminina 1.jpg,img/10.038C/Sapatilha Feminina 2.jpg,img/10.038C/Sapatilha Feminina 3.jpg,img/10.038C/Sapatilha Feminina 4.jpg,,,,,,,,,,,,
10.038D,Sapatilha Feminina,Calçados Femininos Sapatilhas,"R$ 49,90","Código Ref.: 10.038D

Material: Napa Verde Menta / Verniz Verde Menta;

Palmilha: 4 mm de Espessura em Verniz Verde Menta e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Ouro Light;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",34,3,Torricella,img/10.038D/Sapatilha Feminina 0.jpg,img/10.038D/Sapatilha Feminina 1.jpg,img/10.038D/Sapatilha Feminina 2.jpg,img/10.038D/Sapatilha Feminina 3.jpg,img/10.038D/Sapatilha Feminina 4.jpg,,,,,,,,,,,,
10.038D,Sapatilha Feminina,Calçados Femininos Sapatilhas,"R$ 49,90","Código Ref.: 10.038D

Material: Napa Verde Menta / Verniz Verde Menta;

Palmilha: 4 mm de Espessura em Verniz Verde Menta e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Ouro Light;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",35,2,Torricella,img/10.038D/Sapatilha Feminina 0.jpg,img/10.038D/Sapatilha Feminina 1.jpg,img/10.038D/Sapatilha Feminina 2.jpg,img/10.038D/Sapatilha Feminina 3.jpg,img/10.038D/Sapatilha Feminina 4.jpg,,,,,,,,,,,,
10.038D,Sapatilha Feminina,Calçados Femininos Sapatilhas,"R$ 49,90","Código Ref.: 10.038D

Material: Napa Verde Menta / Verniz Verde Menta;

Palmilha: 4 mm de Espessura em Verniz Verde Menta e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Ouro Light;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",36,10,Torricella,img/10.038D/Sapatilha Feminina 0.jpg,img/10.038D/Sapatilha Feminina 1.jpg,img/10.038D/Sapatilha Feminina 2.jpg,img/10.038D/Sapatilha Feminina 3.jpg,img/10.038D/Sapatilha Feminina 4.jpg,,,,,,,,,,,,
10.038D,Sapatilha Feminina,Calçados Femininos Sapatilhas,"R$ 49,90","Código Ref.: 10.038D

Material: Napa Verde Menta / Verniz Verde Menta;

Palmilha: 4 mm de Espessura em Verniz Verde Menta e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Ouro Light;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",37,7,Torricella,img/10.038D/Sapatilha Feminina 0.jpg,img/10.038D/Sapatilha Feminina 1.jpg,img/10.038D/Sapatilha Feminina 2.jpg,img/10.038D/Sapatilha Feminina 3.jpg,img/10.038D/Sapatilha Feminina 4.jpg,,,,,,,,,,,,
10.038D,Sapatilha Feminina,Calçados Femininos Sapatilhas,"R$ 49,90","Código Ref.: 10.038D

Material: Napa Verde Menta / Verniz Verde Menta;

Palmilha: 4 mm de Espessura em Verniz Verde Menta e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Ouro Light;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",38,4,Torricella,img/10.038D/Sapatilha Feminina 0.jpg,img/10.038D/Sapatilha Feminina 1.jpg,img/10.038D/Sapatilha Feminina 2.jpg,img/10.038D/Sapatilha Feminina 3.jpg,img/10.038D/Sapatilha Feminina 4.jpg,,,,,,,,,,,,
10.038D,Sapatilha Feminina,Calçados Femininos Sapatilhas,"R$ 49,90","Código Ref.: 10.038D

Material: Napa Verde Menta / Verniz Verde Menta;

Palmilha: 4 mm de Espessura em Verniz Verde Menta e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Ouro Light;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",39,0,Torricella,img/10.038D/Sapatilha Feminina 0.jpg,img/10.038D/Sapatilha Feminina 1.jpg,img/10.038D/Sapatilha Feminina 2.jpg,img/10.038D/Sapatilha Feminina 3.jpg,img/10.038D/Sapatilha Feminina 4.jpg,,,,,,,,,,,,
10.038E,Sapatilha Feminina,Calçados Femininos Sapatilhas,"R$ 49,90","Código Ref.: 10.038E

Material: Napa Coral e Verniz Coral;

Palmilha: 4 mm de Espessura em Verniz Coral e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Ouro Light;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",34,1,Torricella,img/10.038E/Sapatilha Feminina 0.jpg,img/10.038E/Sapatilha Feminina 1.jpg,img/10.038E/Sapatilha Feminina 2.jpg,img/10.038E/Sapatilha Feminina 3.jpg,img/10.038E/Sapatilha Feminina 4.jpg,,,,,,,,,,,,
10.038E,Sapatilha Feminina,Calçados Femininos Sapatilhas,"R$ 49,90","Código Ref.: 10.038E

Material: Napa Coral e Verniz Coral;

Palmilha: 4 mm de Espessura em Verniz Coral e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Ouro Light;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",35,1,Torricella,img/10.038E/Sapatilha Feminina 0.jpg,img/10.038E/Sapatilha Feminina 1.jpg,img/10.038E/Sapatilha Feminina 2.jpg,img/10.038E/Sapatilha Feminina 3.jpg,img/10.038E/Sapatilha Feminina 4.jpg,,,,,,,,,,,,
10.038E,Sapatilha Feminina,Calçados Femininos Sapatilhas,"R$ 49,90","Código Ref.: 10.038E

Material: Napa Coral e Verniz Coral;

Palmilha: 4 mm de Espessura em Verniz Coral e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Ouro Light;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",36,4,Torricella,img/10.038E/Sapatilha Feminina 0.jpg,img/10.038E/Sapatilha Feminina 1.jpg,img/10.038E/Sapatilha Feminina 2.jpg,img/10.038E/Sapatilha Feminina 3.jpg,img/10.038E/Sapatilha Feminina 4.jpg,,,,,,,,,,,,
10.038E,Sapatilha Feminina,Calçados Femininos Sapatilhas,"R$ 49,90","Código Ref.: 10.038E

Material: Napa Coral e Verniz Coral;

Palmilha: 4 mm de Espessura em Verniz Coral e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Ouro Light;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",37,1,Torricella,img/10.038E/Sapatilha Feminina 0.jpg,img/10.038E/Sapatilha Feminina 1.jpg,img/10.038E/Sapatilha Feminina 2.jpg,img/10.038E/Sapatilha Feminina 3.jpg,img/10.038E/Sapatilha Feminina 4.jpg,,,,,,,,,,,,
10.038E,Sapatilha Feminina,Calçados Femininos Sapatilhas,"R$ 49,90","Código Ref.: 10.038E

Material: Napa Coral e Verniz Coral;

Palmilha: 4 mm de Espessura em Verniz Coral e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Ouro Light;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",38,4,Torricella,img/10.038E/Sapatilha Feminina 0.jpg,img/10.038E/Sapatilha Feminina 1.jpg,img/10.038E/Sapatilha Feminina 2.jpg,img/10.038E/Sapatilha Feminina 3.jpg,img/10.038E/Sapatilha Feminina 4.jpg,,,,,,,,,,,,
10.038E,Sapatilha Feminina,Calçados Femininos Sapatilhas,"R$ 49,90","Código Ref.: 10.038E

Material: Napa Coral e Verniz Coral;

Palmilha: 4 mm de Espessura em Verniz Coral e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Ouro Light;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",39,0,Torricella,img/10.038E/Sapatilha Feminina 0.jpg,img/10.038E/Sapatilha Feminina 1.jpg,img/10.038E/Sapatilha Feminina 2.jpg,img/10.038E/Sapatilha Feminina 3.jpg,img/10.038E/Sapatilha Feminina 4.jpg,,,,,,,,,,,,
10.038G,Sapatilha Feminina,Calçados Femininos Sapatilhas,"R$ 49,90","Código Ref.: 10.038G

Material: Napa Vermelho e Verniz Vermelho;

Palmilha: 4 mm de Espessura em Verniz Vermelho e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Ouro Light;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",34,0,Torricella,img/10.038G/Sapatilha Feminina 0.jpg,img/10.038G/Sapatilha Feminina 1.jpg,img/10.038G/Sapatilha Feminina 2.jpg,img/10.038G/Sapatilha Feminina 3.jpg,img/10.038G/Sapatilha Feminina 4.jpg,,,,,,,,,,,,
10.038G,Sapatilha Feminina,Calçados Femininos Sapatilhas,"R$ 49,90","Código Ref.: 10.038G

Material: Napa Vermelho e Verniz Vermelho;

Palmilha: 4 mm de Espessura em Verniz Vermelho e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Ouro Light;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",35,2,Torricella,img/10.038G/Sapatilha Feminina 0.jpg,img/10.038G/Sapatilha Feminina 1.jpg,img/10.038G/Sapatilha Feminina 2.jpg,img/10.038G/Sapatilha Feminina 3.jpg,img/10.038G/Sapatilha Feminina 4.jpg,,,,,,,,,,,,
10.038G,Sapatilha Feminina,Calçados Femininos Sapatilhas,"R$ 49,90","Código Ref.: 10.038G

Material: Napa Vermelho e Verniz Vermelho;

Palmilha: 4 mm de Espessura em Verniz Vermelho e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Ouro Light;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",36,4,Torricella,img/10.038G/Sapatilha Feminina 0.jpg,img/10.038G/Sapatilha Feminina 1.jpg,img/10.038G/Sapatilha Feminina 2.jpg,img/10.038G/Sapatilha Feminina 3.jpg,img/10.038G/Sapatilha Feminina 4.jpg,,,,,,,,,,,,
10.038G,Sapatilha Feminina,Calçados Femininos Sapatilhas,"R$ 49,90","Código Ref.: 10.038G

Material: Napa Vermelho e Verniz Vermelho;

Palmilha: 4 mm de Espessura em Verniz Vermelho e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Ouro Light;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",37,5,Torricella,img/10.038G/Sapatilha Feminina 0.jpg,img/10.038G/Sapatilha Feminina 1.jpg,img/10.038G/Sapatilha Feminina 2.jpg,img/10.038G/Sapatilha Feminina 3.jpg,img/10.038G/Sapatilha Feminina 4.jpg,,,,,,,,,,,,
10.038G,Sapatilha Feminina,Calçados Femininos Sapatilhas,"R$ 49,90","Código Ref.: 10.038G

Material: Napa Vermelho e Verniz Vermelho;

Palmilha: 4 mm de Espessura em Verniz Vermelho e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Ouro Light;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",38,7,Torricella,img/10.038G/Sapatilha Feminina 0.jpg,img/10.038G/Sapatilha Feminina 1.jpg,img/10.038G/Sapatilha Feminina 2.jpg,img/10.038G/Sapatilha Feminina 3.jpg,img/10.038G/Sapatilha Feminina 4.jpg,,,,,,,,,,,,
10.038G,Sapatilha Feminina,Calçados Femininos Sapatilhas,"R$ 49,90","Código Ref.: 10.038G

Material: Napa Vermelho e Verniz Vermelho;

Palmilha: 4 mm de Espessura em Verniz Vermelho e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Ouro Light;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",39,0,Torricella,img/10.038G/Sapatilha Feminina 0.jpg,img/10.038G/Sapatilha Feminina 1.jpg,img/10.038G/Sapatilha Feminina 2.jpg,img/10.038G/Sapatilha Feminina 3.jpg,img/10.038G/Sapatilha Feminina 4.jpg,,,,,,,,,,,,
10.044B,Sapatilha Feminina,Calçados Femininos Sapatilhas,"R$ 49,90","Código Ref.: 10.044B

Material: Camurça Amarelo;

Enfeite: Laço em Camurça Amarelo com ilhós dourados e fivela dourada;

Palmilha: 4 mm de Espessura em Camurça Amarelo e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Ouro Light;

Forro: Cacharrel, material espumado para maior conforto, na cor bege claro e bananinha na parte traseira do calcanhar para maior conforto;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",34,2,Torricella,img/10.044B/Sapatilha Feminina 0.jpg,img/10.044B/Sapatilha Feminina 1.jpg,img/10.044B/Sapatilha Feminina 2.jpg,img/10.044B/Sapatilha Feminina 3.jpg,img/10.044B/Sapatilha Feminina 4.jpg,,,,,,,,,,,,
10.044B,Sapatilha Feminina,Calçados Femininos Sapatilhas,"R$ 49,90","Código Ref.: 10.044B

Material: Camurça Amarelo;

Enfeite: Laço em Camurça Amarelo com ilhós dourados e fivela dourada;

Palmilha: 4 mm de Espessura em Camurça Amarelo e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Ouro Light;

Forro: Cacharrel, material espumado para maior conforto, na cor bege claro e bananinha na parte traseira do calcanhar para maior conforto;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",35,4,Torricella,img/10.044B/Sapatilha Feminina 0.jpg,img/10.044B/Sapatilha Feminina 1.jpg,img/10.044B/Sapatilha Feminina 2.jpg,img/10.044B/Sapatilha Feminina 3.jpg,img/10.044B/Sapatilha Feminina 4.jpg,,,,,,,,,,,,
10.044B,Sapatilha Feminina,Calçados Femininos Sapatilhas,"R$ 49,90","Código Ref.: 10.044B

Material: Camurça Amarelo;

Enfeite: Laço em Camurça Amarelo com ilhós dourados e fivela dourada;

Palmilha: 4 mm de Espessura em Camurça Amarelo e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Ouro Light;

Forro: Cacharrel, material espumado para maior conforto, na cor bege claro e bananinha na parte traseira do calcanhar para maior conforto;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",36,2,Torricella,img/10.044B/Sapatilha Feminina 0.jpg,img/10.044B/Sapatilha Feminina 1.jpg,img/10.044B/Sapatilha Feminina 2.jpg,img/10.044B/Sapatilha Feminina 3.jpg,img/10.044B/Sapatilha Feminina 4.jpg,,,,,,,,,,,,
10.044B,Sapatilha Feminina,Calçados Femininos Sapatilhas,"R$ 49,90","Código Ref.: 10.044B

Material: Camurça Amarelo;

Enfeite: Laço em Camurça Amarelo com ilhós dourados e fivela dourada;

Palmilha: 4 mm de Espessura em Camurça Amarelo e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Ouro Light;

Forro: Cacharrel, material espumado para maior conforto, na cor bege claro e bananinha na parte traseira do calcanhar para maior conforto;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",37,2,Torricella,img/10.044B/Sapatilha Feminina 0.jpg,img/10.044B/Sapatilha Feminina 1.jpg,img/10.044B/Sapatilha Feminina 2.jpg,img/10.044B/Sapatilha Feminina 3.jpg,img/10.044B/Sapatilha Feminina 4.jpg,,,,,,,,,,,,
10.044B,Sapatilha Feminina,Calçados Femininos Sapatilhas,"R$ 49,90","Código Ref.: 10.044B

Material: Camurça Amarelo;

Enfeite: Laço em Camurça Amarelo com ilhós dourados e fivela dourada;

Palmilha: 4 mm de Espessura em Camurça Amarelo e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Ouro Light;

Forro: Cacharrel, material espumado para maior conforto, na cor bege claro e bananinha na parte traseira do calcanhar para maior conforto;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",38,0,Torricella,img/10.044B/Sapatilha Feminina 0.jpg,img/10.044B/Sapatilha Feminina 1.jpg,img/10.044B/Sapatilha Feminina 2.jpg,img/10.044B/Sapatilha Feminina 3.jpg,img/10.044B/Sapatilha Feminina 4.jpg,,,,,,,,,,,,
10.044B,Sapatilha Feminina,Calçados Femininos Sapatilhas,"R$ 49,90","Código Ref.: 10.044B

Material: Camurça Amarelo;

Enfeite: Laço em Camurça Amarelo com ilhós dourados e fivela dourada;

Palmilha: 4 mm de Espessura em Camurça Amarelo e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Ouro Light;

Forro: Cacharrel, material espumado para maior conforto, na cor bege claro e bananinha na parte traseira do calcanhar para maior conforto;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",39,0,Torricella,img/10.044B/Sapatilha Feminina 0.jpg,img/10.044B/Sapatilha Feminina 1.jpg,img/10.044B/Sapatilha Feminina 2.jpg,img/10.044B/Sapatilha Feminina 3.jpg,img/10.044B/Sapatilha Feminina 4.jpg,,,,,,,,,,,,
10.044H,Sapatilha Feminina,Calçados Femininos Sapatilhas,"R$ 49,90","Código Ref.: 10.044H

Material: Croco Ouro Light / Camurça Porcelana;

Enfeite: Laço em Camurça Porcelana com ilhós dourados e fivela dourada;

Palmilha: 4 mm de Espessura em Camurça Porcelana e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Ouro Light;

Forro: Cacharrel, material espumado para maior conforto, na cor bege claro e ""bananinha"" na parte traseira do calcanhar para maior conforto;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",34,3,Torricella,img/10.044H/Sapatilha Feminina 0.jpg,img/10.044H/Sapatilha Feminina 1.jpg,img/10.044H/Sapatilha Feminina 2.jpg,img/10.044H/Sapatilha Feminina 3.jpg,img/10.044H/Sapatilha Feminina 4.jpg,,,,,,,,,,,,
10.044H,Sapatilha Feminina,Calçados Femininos Sapatilhas,"R$ 49,90","Código Ref.: 10.044H

Material: Croco Ouro Light / Camurça Porcelana;

Enfeite: Laço em Camurça Porcelana com ilhós dourados e fivela dourada;

Palmilha: 4 mm de Espessura em Camurça Porcelana e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Ouro Light;

Forro: Cacharrel, material espumado para maior conforto, na cor bege claro e ""bananinha"" na parte traseira do calcanhar para maior conforto;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",35,4,Torricella,img/10.044H/Sapatilha Feminina 0.jpg,img/10.044H/Sapatilha Feminina 1.jpg,img/10.044H/Sapatilha Feminina 2.jpg,img/10.044H/Sapatilha Feminina 3.jpg,img/10.044H/Sapatilha Feminina 4.jpg,,,,,,,,,,,,
10.044H,Sapatilha Feminina,Calçados Femininos Sapatilhas,"R$ 49,90","Código Ref.: 10.044H

Material: Croco Ouro Light / Camurça Porcelana;

Enfeite: Laço em Camurça Porcelana com ilhós dourados e fivela dourada;

Palmilha: 4 mm de Espessura em Camurça Porcelana e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Ouro Light;

Forro: Cacharrel, material espumado para maior conforto, na cor bege claro e ""bananinha"" na parte traseira do calcanhar para maior conforto;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",36,4,Torricella,img/10.044H/Sapatilha Feminina 0.jpg,img/10.044H/Sapatilha Feminina 1.jpg,img/10.044H/Sapatilha Feminina 2.jpg,img/10.044H/Sapatilha Feminina 3.jpg,img/10.044H/Sapatilha Feminina 4.jpg,,,,,,,,,,,,
10.044H,Sapatilha Feminina,Calçados Femininos Sapatilhas,"R$ 49,90","Código Ref.: 10.044H

Material: Croco Ouro Light / Camurça Porcelana;

Enfeite: Laço em Camurça Porcelana com ilhós dourados e fivela dourada;

Palmilha: 4 mm de Espessura em Camurça Porcelana e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Ouro Light;

Forro: Cacharrel, material espumado para maior conforto, na cor bege claro e ""bananinha"" na parte traseira do calcanhar para maior conforto;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",37,0,Torricella,img/10.044H/Sapatilha Feminina 0.jpg,img/10.044H/Sapatilha Feminina 1.jpg,img/10.044H/Sapatilha Feminina 2.jpg,img/10.044H/Sapatilha Feminina 3.jpg,img/10.044H/Sapatilha Feminina 4.jpg,,,,,,,,,,,,
10.044H,Sapatilha Feminina,Calçados Femininos Sapatilhas,"R$ 49,90","Código Ref.: 10.044H

Material: Croco Ouro Light / Camurça Porcelana;

Enfeite: Laço em Camurça Porcelana com ilhós dourados e fivela dourada;

Palmilha: 4 mm de Espessura em Camurça Porcelana e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Ouro Light;

Forro: Cacharrel, material espumado para maior conforto, na cor bege claro e ""bananinha"" na parte traseira do calcanhar para maior conforto;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",38,4,Torricella,img/10.044H/Sapatilha Feminina 0.jpg,img/10.044H/Sapatilha Feminina 1.jpg,img/10.044H/Sapatilha Feminina 2.jpg,img/10.044H/Sapatilha Feminina 3.jpg,img/10.044H/Sapatilha Feminina 4.jpg,,,,,,,,,,,,
10.044H,Sapatilha Feminina,Calçados Femininos Sapatilhas,"R$ 49,90","Código Ref.: 10.044H

Material: Croco Ouro Light / Camurça Porcelana;

Enfeite: Laço em Camurça Porcelana com ilhós dourados e fivela dourada;

Palmilha: 4 mm de Espessura em Camurça Porcelana e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Ouro Light;

Forro: Cacharrel, material espumado para maior conforto, na cor bege claro e ""bananinha"" na parte traseira do calcanhar para maior conforto;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",39,0,Torricella,img/10.044H/Sapatilha Feminina 0.jpg,img/10.044H/Sapatilha Feminina 1.jpg,img/10.044H/Sapatilha Feminina 2.jpg,img/10.044H/Sapatilha Feminina 3.jpg,img/10.044H/Sapatilha Feminina 4.jpg,,,,,,,,,,,,
10.050A,Sapatilha Feminina,Calçados Femininos Sapatilhas,"R$ 49,90","Código Ref.: 10.050A

Material: Napa Metálico Pink/ Croco Metálico Pink;

Enfeite: Laço em Croco Metálico Pink;

Palmilha: 4 mm de Espessura em Napa Metálico Pink e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Ouro Light;

Forro: Cacharrel, material espumado para maior conforto, na cor bege claro e ""bananinha"" na parte traseira do calcanhar para maior conforto;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",34,3,Torricella,img/10.050A/Sapatilha Feminina 0.jpg,img/10.050A/Sapatilha Feminina 1.jpg,img/10.050A/Sapatilha Feminina 2.jpg,img/10.050A/Sapatilha Feminina 3.jpg,img/10.050A/Sapatilha Feminina 4.jpg,,,,,,,,,,,,
